"ride_id","driver_id","user_id","rating"
"3031221","109330","100102",""
"3031223","","110068",""
"3031224","","111344",""
"3031226","114029","113787","4"
"3031227","117343","105155","1"
"3031228","104712","116531","1"
"3031233","","106125",""
"3031236","114889","110208","1"
"3031237","","102288",""
"3031239","","109799",""
"3031240","","109190",""
"3031241","112263","104893","2"
"3031242","","107228",""
"3031245","113988","107877","5"
"3031247","111365","114600","5"
"3031249","104107","110918","4"
"3031250","","103574",""
"3031257","111250","116292",""
"3031260","","100822",""
"3031261","","107212",""
"3031264","115386","109814","5"
"3031265","111094","105575","4"
"3031266","115290","100370",""
"3031268","","108474",""
"3031270","104261","108236",""
"3031272","103083","115436","3"
"3031274","110986","111357",""
"3031279","","115200",""
"3031280","110430","115394","3"
"3031284","","103437",""
"3031285","100203","115513",""
"3031286","106833","114445",""
"3031290","101254","101685","4"
"3031291","103305","110579",""
"3031293","108356","104506","5"
"3031294","102922","107302","5"
"3031295","107232","100675",""
"3031297","","100698",""
"3031298","","116377",""
"3031299","","117469",""
"3031302","","110620",""
"3031303","113644","106682",""
"3031304","115523","102549","2"
"3031305","102141","117374","3"
"3031306","100988","105019",""
"3031307","113558","101254",""
"3031310","104153","105903",""
"3031311","","107980",""
"3031313","","109765",""
"3031315","102074","105722",""
"3031316","113902","114758","1"
"3031319","100682","102232","4"
"3031322","","110637",""
"3031324","","104043",""
"3031326","105143","116654",""
"3031328","","113521",""
"3031334","","102400",""
"3031337","100884","116964","4"
"3031340","111722","116936",""
"3031344","113464","100406","3"
"3031345","103151","116332","4"
"3031346","","105611",""
"3031347","108041","114012","4"
"3031351","","106171",""
"3031354","103338","109607",""
"3031355","","109396",""
"3031357","117184","110046","5"
"3031358","106006","108867","5"
"3031360","","107917",""
"3031361","103265","105138","1"
"3031362","110612","112392",""
"3031365","","106434",""
"3031366","","113883",""
"3031369","102000","115867",""
"3031371","106505","112706",""
"3031372","109733","101898","4"
"3031373","103276","116026",""
"3031375","","102264",""
"3031377","109184","112819","1"
"3031378","","100506",""
"3031379","","105398",""
"3031380","114909","115765","2"
"3031385","102408","116768","4"
"3031386","116448","109587","5"
"3031387","110038","102558",""
"3031389","","102999",""
"3031390","109245","107653","1"
"3031391","","106428",""
"3031392","117505","107193","5"
"3031397","108914","108619",""
"3031398","105134","111745","1"
"3031400","107474","109630",""
"3031402","109371","106175","5"
"3031403","","108978",""
"3031404","115965","110655",""
"3031407","115477","102745","1"
"3031408","110828","114466","1"
"3031410","101703","107302","1"
"3031411","","112542",""
"3031412","108532","109000",""
"3031414","","116458",""
"3031416","","101762",""
"3031417","","105681",""
"3031419","115810","108374","4"
"3031426","","109715",""
"3031427","","104446",""
"3031429","","107012",""
"3031433","107330","102339",""
"3031434","106602","101021","4"
"3031437","110571","109714","1"
"3031439","108383","108651","4"
"3031443","110370","107595","4"
"3031445","","109957",""
"3031447","","115556",""
"3031448","110150","111848",""
"3031449","117519","115108","4"
"3031451","113550","115351",""
"3031452","114513","105528",""
"3031453","112271","110745",""
"3031458","112184","101423",""
"3031459","113945","110849",""
"3031461","101682","107725",""
"3031462","109461","116940","1"
"3031464","113200","104017","1"
"3031465","102941","106007","4"
"3031467","","109676",""
"3031468","113624","113813","4"
"3031470","114203","110241",""
"3031473","117410","109724",""
"3031475","109092","108771","3"
"3031477","104583","112450","5"
"3031479","116126","100780",""
"3031482","115019","112874","1"
"3031484","","108148",""
"3031485","108638","116284","2"
"3031487","","114092",""
"3031488","100838","116678",""
"3031490","100085","108791","2"
"3031493","107278","113456","5"
"3031495","","116141",""
"3031496","108459","105641","5"
"3031498","","111712",""
"3031499","114762","109070","1"
"3031503","113407","104862","4"
"3031504","113681","103696","1"
"3031505","","105526",""
"3031508","","104600",""
"3031509","110722","111021","4"
"3031510","106406","115398","3"
"3031511","100142","103211","4"
"3031514","","115627",""
"3031515","","101645",""
"3031516","106287","112862","5"
"3031518","116361","111901","4"
"3031519","117401","116114","5"
"3031520","109827","116086",""
"3031521","109390","110250",""
"3031524","101915","103589",""
"3031525","","102435",""
"3031527","117620","100255","1"
"3031530","","101389",""
"3031531","104006","112699","4"
"3031532","115320","116321","4"
"3031533","116280","104411",""
"3031534","101402","108657","5"
"3031539","102365","114638",""
"3031540","110715","113329",""
"3031541","115764","107661",""
"3031542","","116194",""
"3031543","108736","104907",""
"3031546","115513","102039","5"
"3031547","110141","101424","3"
"3031548","","114647",""
"3031549","111139","116336","4"
"3031554","105520","114544",""
"3031555","110661","107411","4"
"3031558","107547","102618","3"
"3031559","113636","114022",""
"3031560","115845","114570",""
"3031563","","100801",""
"3031564","","109710",""
"3031565","108482","104015","2"
"3031566","","104129",""
"3031569","116082","113014",""
"3031570","100373","100910","4"
"3031571","113141","102961",""
"3031574","","112171",""
"3031578","106313","109022",""
"3031579","","114719",""
"3031580","103269","116253",""
"3031583","110667","100083","1"
"3031585","115952","110217","4"
"3031587","116865","114776",""
"3031589","105843","104477","4"
"3031590","106998","113806","4"
"3031592","109269","111641",""
"3031595","104285","111925",""
"3031596","106654","115118",""
"3031598","103822","101438","4"
"3031599","102397","105172",""
"3031600","","104783",""
"3031601","112243","117126",""
"3031606","","116371",""
"3031607","111421","108612","3"
"3031609","","107861",""
"3031611","","114166",""
"3031616","102439","117145","5"
"3031617","108835","103937","4"
"3031619","111339","110491",""
"3031620","","116105",""
"3031628","110129","108739","1"
"3031631","110464","107281","3"
"3031632","","113396",""
"3031633","","100029",""
"3031634","114360","114389",""
"3031636","","115002",""
"3031638","","106877",""
"3031642","","112454",""
"3031643","113204","115399","2"
"3031645","","102619",""
"3031646","114123","117160","4"
"3031647","109582","108467",""
"3031648","114273","110319",""
"3031649","105568","105397",""
"3031650","","112994",""
"3031651","105335","114754","1"
"3031652","104512","101296","5"
"3031657","109629","100824","1"
"3031658","112767","104539",""
"3031659","","114251",""
"3031660","111836","104298","5"
"3031661","","113582",""
"3031663","","113914",""
"3031664","116498","100209","1"
"3031666","110393","106745",""
"3031669","","104936",""
"3031671","108795","107427",""
"3031672","","106258",""
"3031674","","113990",""
"3031675","","117007",""
"3031678","113640","107849",""
"3031680","116495","106063","5"
"3031682","108977","106618",""
"3031683","","106238",""
"3031685","106787","114615",""
"3031687","116395","110723","2"
"3031688","","108243",""
"3031689","107315","105678",""
"3031691","100800","114595",""
"3031692","110812","100967",""
"3031693","","116929",""
"3031694","116960","110955","2"
"3031698","103081","116600","5"
"3031699","116177","100471","4"
"3031701","111912","115890",""
"3031703","104900","111190","5"
"3031704","106864","101700",""
"3031706","100070","110153","2"
"3031710","114036","110276","1"
"3031712","108852","116387","5"
"3031713","103976","107981","4"
"3031715","","115672",""
"3031716","101169","116103","4"
"3031717","","111718",""
"3031719","105937","100299",""
"3031728","","100161",""
"3031731","109195","108760","4"
"3031732","","100136",""
"3031733","115943","115951","4"
"3031734","101895","112882","4"
"3031735","","111351",""
"3031737","116575","114070","5"
"3031740","","116935",""
"3031746","103229","114824",""
"3031747","","100523",""
"3031748","","101929",""
"3031749","","115195",""
"3031751","116527","109666","4"
"3031752","117176","103041","1"
"3031755","","115598",""
"3031756","102123","107906","5"
"3031757","","100657",""
"3031759","105893","108085","2"
"3031760","101386","110385","1"
"3031761","116879","105555",""
"3031762","","108859",""
"3031763","112828","111942",""
"3031765","","102674",""
"3031770","106613","107188",""
"3031771","","100482",""
"3031772","110987","109979","4"
"3031773","","107239",""
"3031774","108595","112201",""
"3031776","","106803",""
"3031777","112165","107332",""
"3031779","115282","105854","3"
"3031780","","105859",""
"3031783","108506","107635",""
"3031789","106220","107359","5"
"3031790","","109277",""
"3031793","","108103",""
"3031794","116005","113801","4"
"3031797","112981","111004","5"
"3031799","106868","109576","5"
"3031800","113224","116375",""
"3031801","107792","103341","5"
"3031803","105277","105134","2"
"3031804","100603","104565","5"
"3031807","108611","105628","5"
"3031808","113039","108332","1"
"3031811","","112965",""
"3031815","","105812",""
"3031817","100155","115088","3"
"3031821","112816","105190","1"
"3031823","103343","103252","1"
"3031824","107860","109215","5"
"3031825","","104661",""
"3031826","","102673",""
"3031827","102300","110125","5"
"3031828","117396","103933","1"
"3031830","","107865",""
"3031832","103084","117190",""
"3031834","","115634",""
"3031837","106858","103944",""
"3031839","","113242",""
"3031844","","102510",""
"3031848","108688","104757",""
"3031850","","102167",""
"3031851","116813","100899","5"
"3031853","100756","108735","4"
"3031854","115796","109545","4"
"3031855","112143","103946",""
"3031856","107244","107766","2"
"3031858","103388","114570",""
"3031859","","112974",""
"3031860","108450","112928","4"
"3031862","112152","105664","5"
"3031864","","103781",""
"3031865","","100573",""
"3031866","109493","111456","5"
"3031867","107333","107472","2"
"3031868","107527","106283",""
"3031871","104331","109305","3"
"3031877","","105875",""
"3031880","","105522",""
"3031881","","103744",""
"3031883","","109987",""
"3031884","116824","100951",""
"3031885","100420","110187","1"
"3031887","105595","107488","4"
"3031890","","106086",""
"3031891","","111369",""
"3031892","102781","101036","4"
"3031894","","111260",""
"3031895","100280","112950",""
"3031896","","103504",""
"3031899","110652","106386","1"
"3031900","117506","102802",""
"3031902","","104439",""
"3031903","103088","114255","2"
"3031905","105040","108249",""
"3031907","","103034",""
"3031908","","103972",""
"3031909","106398","104822",""
"3031913","","117353",""
"3031915","116711","105985",""
"3031916","109626","110699","5"
"3031917","","116682",""
"3031918","","111488",""
"3031919","101663","107632",""
"3031927","110977","104151",""
"3031928","100561","106174",""
"3031929","107856","106115",""
"3031930","101047","102799","4"
"3031932","104984","109557","4"
"3031935","","105678",""
"3031938","","112336",""
"3031939","","110049",""
"3031940","115322","102072","4"
"3031941","107274","112276","5"
"3031943","","106347",""
"3031950","101191","105229","4"
"3031951","","115745",""
"3031953","117228","105406","5"
"3031955","113345","112638",""
"3031956","","107964",""
"3031958","112170","116969","1"
"3031959","102787","109155","1"
"3031961","105352","102682","4"
"3031963","110965","109458","1"
"3031964","100369","115077",""
"3031967","108301","102382","4"
"3031969","117388","100499","4"
"3031970","114756","117385","4"
"3031973","115752","113265","4"
"3031974","103479","111570","5"
"3031975","117458","100824","5"
"3031976","114066","111891","4"
"3031978","106997","100749",""
"3031984","105920","112028",""
"3031985","114395","114770",""
"3031987","115253","116162",""
"3031988","","100367",""
"3031993","","104002",""
"3031998","117403","114286","3"
"3031999","104286","108352",""
"3032002","112512","117303","5"
"3032003","111602","103912","5"
"3032005","101334","100386",""
"3032006","107066","117556",""
"3032008","","113140",""
"3032009","","102584",""
"3032012","","103495",""
"3032014","114269","103392",""
"3032018","107163","117125","1"
"3032021","108604","107520","1"
"3032022","104287","102475",""
"3032023","115687","116714","4"
"3032024","105154","110669","5"
"3032026","111007","101728","2"
"3032027","115338","102147","2"
"3032028","","110936",""
"3032032","","103473",""
"3032033","113546","107842","2"
"3032037","103183","106452","4"
"3032039","104655","115668","5"
"3032040","103311","105296","1"
"3032041","","102979",""
"3032042","101309","113384","2"
"3032043","111357","105473",""
"3032045","113928","102499","1"
"3032047","112894","102469","2"
"3330058","","116435",""
"3032048","102126","113586",""
"3032053","","105849",""
"3032054","110656","109254",""
"3032057","","110052",""
"3032061","","107232",""
"3032065","","110948",""
"3032066","","100975",""
"3032067","106360","106993","4"
"3032069","115972","101051","5"
"3032070","110337","103164",""
"3032072","115391","114951","4"
"3032073","108007","108787",""
"3032076","","104236",""
"3032078","107928","110973","1"
"3032079","","113845",""
"3032080","","104426",""
"3032083","","100314",""
"3032084","","113362",""
"3032092","","111582",""
"3032094","110894","104560","5"
"3032095","106158","108790",""
"3032098","","104048",""
"3032099","112561","115105",""
"3032100","115161","108429","1"
"3032102","102516","105491",""
"3032106","108050","117233","5"
"3032108","","115544",""
"3032114","108924","114988",""
"3032115","117587","105528",""
"3032116","","111259",""
"3032120","112719","109692",""
"3032124","117138","112625","5"
"3032125","109710","104809",""
"3032129","103792","103504",""
"3032132","108477","116341","1"
"3032133","","102333",""
"3032134","","101673",""
"3032136","112943","102536","1"
"3032137","100492","116847","5"
"3032138","114721","109652",""
"3032139","110551","112396","1"
"3032142","104104","111639","1"
"3032145","103534","102398","1"
"3032148","113972","116989",""
"3032149","","115468",""
"3032152","110158","111054","4"
"3032154","112213","112115","1"
"3032155","","116521",""
"3032156","","116970",""
"3032158","","117001",""
"3032159","","115070",""
"3032162","107042","104995","2"
"3032165","","114161",""
"3032168","","106732",""
"3032171","","114265",""
"3032173","109165","110258","5"
"3032174","","113542",""
"3032176","106017","111912",""
"3032178","100140","116012","3"
"3032179","","103124",""
"3032184","","104577",""
"3032186","","103245",""
"3032187","104333","110768","4"
"3032191","112666","105651","1"
"3032193","","114699",""
"3032194","112167","113652","3"
"3032195","","110099",""
"3032197","115017","108081","1"
"3032198","115834","104727",""
"3032200","113467","108277","1"
"3032202","101475","105952",""
"3032204","108145","117436",""
"3032205","116597","115156","2"
"3032207","","108197",""
"3032208","103090","102146",""
"3032210","","101704",""
"3032211","","102099",""
"3032212","","105475",""
"3032214","103481","112635","5"
"3032215","102532","112280","3"
"3032218","113667","110145","2"
"3032219","105721","110289","1"
"3032220","109544","107287",""
"3032222","102256","110289","1"
"3032223","108362","114120",""
"3032225","114324","113452","1"
"3032228","","109668",""
"3032229","104768","111500",""
"3032231","104364","109683","5"
"3032232","","108677",""
"3032233","","113099",""
"3032234","","106903",""
"3032238","","115901",""
"3032240","108323","105598","5"
"3032242","","106284",""
"3032244","111675","101754","2"
"3032245","104769","108914","5"
"3032246","108181","107305",""
"3032250","103586","114849",""
"3032256","110434","101516","1"
"3032259","112737","106255",""
"3032261","","102120",""
"3032266","104822","103857","1"
"3032267","","102163",""
"3032271","114356","115061",""
"3032272","102466","109419",""
"3032273","","102182",""
"3032274","103164","100405","3"
"3032275","104970","108222","1"
"3032279","105172","116261","1"
"3032281","","111305",""
"3032285","116959","104121","3"
"3032286","113662","114136","3"
"3032287","104767","101257",""
"3032294","109881","107176","1"
"3032295","112496","105949","2"
"3032299","","107672",""
"3032303","","117568",""
"3032305","","101642",""
"3032306","109400","113689",""
"3032307","101001","113898","5"
"3032308","","106732",""
"3032309","110328","102201","4"
"3032310","116933","102845","4"
"3032312","105489","109458","3"
"3032314","109853","116578",""
"3032316","106448","108038","5"
"3032317","","105817",""
"3032318","107655","112625","1"
"3032321","115906","113929","5"
"3032323","113901","100741",""
"3032324","103305","109659",""
"3032327","105947","109303","4"
"3032328","114629","109361","2"
"3032329","108836","102147","2"
"3032334","105829","100033","1"
"3032335","","107285",""
"3032337","106053","107996","4"
"3032340","106374","107691","5"
"3032341","","114538",""
"3032342","109045","101686","2"
"3032344","116847","100047","1"
"3032346","","107019",""
"3032350","101863","113158","1"
"3032351","110209","105478",""
"3032352","114848","103422","5"
"3032353","","109696",""
"3032356","","111704",""
"3032359","112723","102767",""
"3032361","","114993",""
"3032362","","108207",""
"3032366","","114614",""
"3032367","111079","116982","4"
"3032368","","106694",""
"3032369","","115198",""
"3032372","","113627",""
"3032373","102627","116525","4"
"3032375","105594","109431",""
"3032376","115055","115722",""
"3032377","","115168",""
"3032378","","109766",""
"3032379","109772","112054","5"
"3032380","","114680",""
"3032381","106926","116868","5"
"3032385","103904","101499",""
"3032386","","100262",""
"3032390","","107968",""
"3032391","110258","106174",""
"3032393","","107900",""
"3032395","104366","104193","4"
"3032397","114781","111096",""
"3032399","114993","116385","5"
"3032401","109149","102848",""
"3032402","","100853",""
"3032407","","110998",""
"3032408","116830","106139","5"
"3032410","100118","104981","3"
"3032411","102928","105715","1"
"3032413","","100097",""
"3032415","","108953",""
"3032416","103058","111675",""
"3032419","","104907",""
"3032420","115330","115227","2"
"3032422","116864","105547","3"
"3032424","104944","106338",""
"3032425","107379","102902",""
"3032428","100961","113456","5"
"3032437","101682","116840","5"
"3032438","101855","115799",""
"3032439","","106942",""
"3032440","100984","111414",""
"3032442","107765","112488","1"
"3032443","112288","104300","5"
"3032446","","104244",""
"3032447","","105792",""
"3032450","110828","103354","1"
"3032454","103621","106760",""
"3032455","","103268",""
"3032458","","112163",""
"3032459","","101624",""
"3032463","115892","115148",""
"3032468","","113308",""
"3032470","117599","112575","5"
"3032471","","112322",""
"3032472","","102777",""
"3032473","104643","115991",""
"3032476","100355","105056",""
"3032477","","108481",""
"3032480","102599","107275","1"
"3032481","112691","101636","1"
"3032482","116443","106977","1"
"3032483","109425","117244",""
"3032485","","110506",""
"3032487","111814","104416","1"
"3032489","111467","102219","3"
"3032491","111200","116860","2"
"3032492","110698","111775","4"
"3032495","102648","100618",""
"3032496","","109622",""
"3032499","","111894",""
"3032501","114095","112328",""
"3032504","","106714",""
"3032509","","105532",""
"3032510","114729","100361","5"
"3032513","102153","114770",""
"3032514","107428","111947",""
"3032516","106620","101296","5"
"3032517","","103647",""
"3032518","102862","101660",""
"3032520","103157","116129","4"
"3032522","100228","108373","1"
"3032526","113238","108808",""
"3032531","106016","100519",""
"3032537","109626","107570",""
"3032538","104605","117402",""
"3032539","102626","115716","1"
"3032541","117429","116103","1"
"3032543","102007","111081","1"
"3032545","106553","107420","1"
"3032546","104818","110698","4"
"3032551","116862","110141","3"
"3032553","110150","104685","1"
"3032554","","111351",""
"3032555","104191","112056",""
"3032557","","106029",""
"3032558","","111740",""
"3032560","104812","112567",""
"3032562","","110484",""
"3032563","","108775",""
"3032564","","102981",""
"3032565","101307","102630","1"
"3032567","","110405",""
"3032572","109123","114226",""
"3032576","101654","115115","3"
"3032577","114074","111851","4"
"3032579","107019","101498",""
"3032580","115420","107712","2"
"3032581","114587","103251","4"
"3032582","101647","116919",""
"3032584","","105435",""
"3032587","","114614",""
"3032589","110361","111458","4"
"3032593","107337","104919","1"
"3032594","105529","104050","5"
"3032595","","103706",""
"3032597","","101810",""
"3032599","110304","100557","4"
"3032600","","107160",""
"3032602","108262","111227","1"
"3032603","102638","106310","1"
"3032604","","117074",""
"3032605","101531","112626","2"
"3032608","","109230",""
"3032609","106136","102266","4"
"3032612","","103220",""
"3032616","113936","106755","4"
"3032618","","109250",""
"3032620","","103496",""
"3032621","111103","107172",""
"3032624","115680","106960","5"
"3032625","108630","101093","5"
"3032627","113891","100675",""
"3032630","100270","110187","4"
"3032632","116195","105208","4"
"3032635","107951","107150",""
"3032636","","108969",""
"3032638","104633","110966",""
"3032639","109062","100400","1"
"3032640","","115768",""
"3032642","109974","106499","1"
"3032645","","102443",""
"3032646","","110871",""
"3032647","109124","110665",""
"3032648","101552","100012",""
"3032649","110865","101368","5"
"3032651","","110327",""
"3032654","115573","102313",""
"3032655","103880","111883","4"
"3032656","","104446",""
"3032658","","105157",""
"3032659","104208","102837",""
"3032661","","112512",""
"3032662","","103519",""
"3032663","103482","113133","4"
"3032666","103057","110238","4"
"3032667","117538","113515",""
"3032668","112968","111916",""
"3032669","103462","105445",""
"3032671","101320","108318","2"
"3032672","","115244",""
"3032673","","113541",""
"3032674","102760","101407","1"
"3032675","112055","104430",""
"3032677","","105304",""
"3032679","100259","103399",""
"3032681","","101710",""
"3032682","102357","102637",""
"3032684","100867","114056",""
"3032685","","116823",""
"3032687","","114959",""
"3032688","112168","111592","1"
"3032691","112044","117319","1"
"3032693","112664","102040","1"
"3032697","102502","117139","4"
"3032698","116100","103386","1"
"3032699","","116458",""
"3032700","","101532",""
"3032701","100772","106950","4"
"3032702","114653","104709",""
"3032704","108462","103246","4"
"3032705","116253","104181","1"
"3032706","109992","117160","1"
"3032707","114879","104056",""
"3032708","115021","110947","2"
"3032712","115324","116293","3"
"3032714","104224","108965","5"
"3032717","114283","101175","4"
"3032720","106984","116488","4"
"3032721","112029","108776","1"
"3032722","","110327",""
"3032723","117283","102193","4"
"3032725","101219","104430",""
"3032728","116945","116313","2"
"3032730","110020","114773","3"
"3032732","116888","103865","3"
"3032733","110906","117377",""
"3032737","110449","110441",""
"3032740","113965","108353","4"
"3032741","","105685",""
"3032749","113779","108598",""
"3032750","","103254",""
"3032752","100482","100946",""
"3032753","","108314",""
"3032754","113305","112177","5"
"3032755","116241","106805",""
"3032756","","106899",""
"3032758","","112801",""
"3032759","108258","100205","1"
"3032760","","104311",""
"3032761","115208","107225",""
"3032763","107398","106190","1"
"3032764","103047","107752","2"
"3032767","105787","109563",""
"3032770","107517","116279",""
"3032775","","116475",""
"3032779","","105499",""
"3032782","114208","108236",""
"3032785","","105545",""
"3032789","","116549",""
"3032794","109590","115109","1"
"3032795","107131","111464","5"
"3032796","105386","116743","5"
"3032797","108806","104254","5"
"3032799","","114818",""
"3032800","116196","105469","3"
"3032801","106984","105575","2"
"3032805","106393","113745","4"
"3032807","117475","102891","1"
"3032808","110004","108177","5"
"3032810","","104962",""
"3032811","109655","100626","2"
"3032812","","104987",""
"3032814","100831","103783","4"
"3032815","","110840",""
"3032817","108907","115655","5"
"3032819","108262","105156",""
"3032820","102202","103272",""
"3032822","103479","100816",""
"3032823","","111847",""
"3032826","117345","107640",""
"3032827","","114749",""
"3032830","115644","108784","1"
"3032831","","103476",""
"3032834","","113178",""
"3032839","100731","103726","5"
"3032840","100007","115470",""
"3032842","108432","110462",""
"3032844","113511","102625",""
"3032846","102398","109290","4"
"3032848","","106675",""
"3032853","117144","105519","3"
"3032855","114056","106705","1"
"3032856","114797","108236",""
"3032857","115775","113210",""
"3032860","117448","109634",""
"3032863","","101523",""
"3032864","","108753",""
"3032865","","105194",""
"3032868","","107248",""
"3032869","","115078",""
"3032870","113027","103450",""
"3032871","100390","109598","1"
"3032872","","108349",""
"3032873","","106846",""
"3032874","104844","106382",""
"3032875","111896","112638",""
"3032878","","108957",""
"3032879","","106425",""
"3032880","106653","111633",""
"3032884","","114261",""
"3032885","","115567",""
"3032886","","115904",""
"3032888","113935","112187","5"
"3032889","113152","110851",""
"3032890","112763","105274","1"
"3032892","102197","103538","5"
"3032893","","116767",""
"3032899","","102400",""
"3032901","108178","113174",""
"3032907","117087","100054",""
"3032908","102606","102201","1"
"3032909","102258","108619",""
"3032910","","101056",""
"3032911","102884","117545",""
"3032916","","114668",""
"3032917","","116220",""
"3032918","","114706",""
"3032919","107287","105527",""
"3032920","105329","117067","2"
"3032921","","101210",""
"3032922","","112461",""
"3032924","111338","103961","5"
"3032925","116431","106782","5"
"3032927","103624","107487","1"
"3032928","","105789",""
"3032933","","112467",""
"3032936","103077","117125","5"
"3032939","","104962",""
"3032942","106518","112527",""
"3032953","113012","101345",""
"3032955","","110579",""
"3032958","104923","103924",""
"3032959","105724","114457",""
"3032960","112765","113304","1"
"3032961","102024","114538",""
"3032962","108433","101559","1"
"3032967","114214","109831","3"
"3032969","","113533",""
"3032972","106571","116704",""
"3032978","107726","102928","1"
"3032980","","117213",""
"3032981","","103466",""
"3032983","105661","110860","2"
"3032989","","111829",""
"3032990","110157","105543","1"
"3032995","","106897",""
"3032999","","116573",""
"3033010","","106026",""
"3033012","108195","100931",""
"3033013","","115525",""
"3033015","105583","109773","4"
"3033017","110737","108039","3"
"3033018","106921","104477","1"
"3033020","112201","100205","3"
"3033021","","112437",""
"3033022","","113431",""
"3033023","115890","103217",""
"3033024","104021","107319",""
"3033027","","107779",""
"3033029","","111708",""
"3033030","","102234",""
"3033034","108908","100071",""
"3033035","106428","106855",""
"3033038","113462","101571",""
"3033041","100504","106039",""
"3033042","113659","101045","3"
"3033043","113845","106135","1"
"3033046","104819","115482",""
"3033047","100334","106095","4"
"3033048","","112154",""
"3033050","103709","109204",""
"3033053","113746","117601","5"
"3033058","116805","115673",""
"3033059","","105141",""
"3033060","","117565",""
"3033061","113969","113014",""
"3033063","","106747",""
"3033065","","103598",""
"3033067","107927","103144","5"
"3033068","","115534",""
"3033069","","105566",""
"3033072","","116587",""
"3033073","","103287",""
"3033081","100552","102411","5"
"3033084","115532","116898","5"
"3033085","105147","116814","1"
"3033088","111501","109265",""
"3033090","111375","115380","5"
"3033092","115206","100342","5"
"3033093","117014","105874","4"
"3033094","","109096",""
"3033095","","108044",""
"3033097","111662","106012","5"
"3033102","","111084",""
"3033103","114218","106010","5"
"3033104","","106632",""
"3033107","102723","109817","5"
"3033108","102573","117458",""
"3033111","","117472",""
"3033113","","101912",""
"3033114","111532","106291","1"
"3033116","116549","100431","5"
"3033117","111472","110859",""
"3033118","101479","105102",""
"3033120","113784","111626","1"
"3033121","","111794",""
"3033123","","104524",""
"3033125","","113040",""
"3033126","112219","110265","1"
"3033128","103843","112072","4"
"3033129","","101182",""
"3033131","107929","102254","5"
"3033133","","111960",""
"3033134","103539","103690",""
"3033139","104400","115273","3"
"3033140","","117074",""
"3033141","107805","108141",""
"3033143","","116390",""
"3033144","","117012",""
"3033148","105981","109227",""
"3033155","113352","111834",""
"3033156","","112657",""
"3033157","105055","106946","5"
"3033160","","115713",""
"3033162","","117352",""
"3033166","100793","116170",""
"3033170","","106124",""
"3033172","108231","107020",""
"3033173","109992","116269",""
"3033174","102882","105811","2"
"3033175","103506","104908","1"
"3033176","116980","106253","1"
"3033177","","103239",""
"3033178","101885","113922","4"
"3033179","113104","102644",""
"3033180","103195","114894",""
"3033181","106022","110680","4"
"3033182","100343","109772","1"
"3033184","110661","103412","5"
"3033186","110864","104268","1"
"3033187","","101570",""
"3033189","103892","111156",""
"3033192","","103741",""
"3033194","103438","100231","3"
"3033195","116801","108684","1"
"3033196","113105","110099",""
"3033197","","104801",""
"3033198","101778","106674","4"
"3033199","109404","103491",""
"3033202","108273","114930",""
"3033203","101095","101632","2"
"3033205","","106852",""
"3033206","102228","115220",""
"3033211","","113004",""
"3033213","","113472",""
"3033214","","117191",""
"3033216","","114439",""
"3033220","","109190",""
"3033221","117344","111314","2"
"3033222","110822","115314","5"
"3033224","107142","117484",""
"3033225","101623","107981","1"
"3033226","","114212",""
"3033227","115939","100395","1"
"3033228","113908","110799",""
"3033230","100812","112248","4"
"3033231","","102777",""
"3033235","100306","100523",""
"3033240","102929","106194","1"
"3033241","","107671",""
"3033243","102024","100217","3"
"3033244","103636","100645","4"
"3033245","112994","107531","1"
"3033248","116490","113093","5"
"3033249","104916","107008","5"
"3033253","115773","109097",""
"3033255","111080","107882",""
"3033256","","103102",""
"3033261","115565","102532","2"
"3033262","109178","111308","1"
"3033263","103722","109985",""
"3033264","","107265",""
"3033265","115585","101257",""
"3033268","100000","110275","1"
"3033271","103755","108605",""
"3033272","","105008",""
"3033274","107870","116324","1"
"3033278","109354","110231","1"
"3033279","110733","104185","4"
"3033281","111591","107521","5"
"3033286","","105823",""
"3033288","","101508",""
"3033290","114419","105333",""
"3033295","","107936",""
"3033296","109571","102508","1"
"3033297","105933","113166","4"
"3033298","100703","114618","5"
"3033299","","103287",""
"3033304","102671","102848",""
"3033305","102657","100747","2"
"3033307","112717","109739",""
"3033309","113588","113010","4"
"3033312","","113172",""
"3033313","","108077",""
"3033314","108233","117493",""
"3033315","","113609",""
"3033316","","115925",""
"3033317","115855","111185","4"
"3033322","104696","108324",""
"3033325","","109483",""
"3033326","103870","107562","5"
"3033327","108619","106355",""
"3033328","","113420",""
"3033330","","116386",""
"3033334","113565","109029","2"
"3033340","","113438",""
"3033342","","102853",""
"3033344","","112516",""
"3033345","110232","104616","1"
"3033348","","109267",""
"3033350","111900","109466","5"
"3033351","108663","110017","1"
"3033352","","115033",""
"3033356","100783","109984","5"
"3033358","116586","100020",""
"3033362","","109912",""
"3033363","","114417",""
"3033367","","110475",""
"3033368","","106567",""
"3033369","115559","108455",""
"3033371","114479","109512","1"
"3033372","","100245",""
"3033374","","111029",""
"3033375","107232","105473",""
"3033378","100943","103709","3"
"3033380","111094","114661",""
"3033384","103154","105805",""
"3033388","105440","103798",""
"3033389","","115882",""
"3033390","101427","117332","1"
"3033392","","116741",""
"3033393","102083","114001","5"
"3033395","","115218",""
"3033396","110355","107297","1"
"3033397","112838","105542",""
"3033398","106842","116721",""
"3033399","108777","106920","5"
"3033403","111136","111933",""
"3033407","105261","106324","1"
